Subject,Start Date,Start Time,End Date,End Time,All day event,Reminder on/off,Reminder Date,Reminder Time,Meeting Organizer,Required Attendees,Optional Attendees,Meeting Resources,Billing Information,Categories,Description,Location,Mileage,Priority,Private,Sensitivity,Show time as
DS Teams meeting,6/8/2017,10:00:00 AM,6/8/2017,11:00:00 AM,FALSE,TRUE,6/8/2017,9:45:00 AM,Diana Antova,Ann Crawford;Kam Kunimoto;Adam Sottosanti;Mike Nesbit,,,,,"Updating zoom info
Hi there, 

Diana Antova is inviting you to a scheduled Zoom meeting. 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/723200388

Or iPhone one-tap (US Toll):  +14086380968,723200388# or +16465588656,723200388#

Or Telephone:
    Dial: +1 408 638 0968 (US Toll) or +1 646 558 8656 (US Toll)
    Meeting ID: 723 200 388
    International numbers available: https://ucsb.zoom.us/zoomconference?m=97IgneEy-aU1Yi3vJIFwnS3m8C4HGNk4

Or an H.323/SIP room system:
    H.323: 
        162.255.37.11 (US West)
        162.255.36.11 (US East)
        221.122.88.195 (China)
        115.114.131.7 (India)
        213.19.144.110 (EMEA)
    Meeting ID: 723 200 388

    SIP: 723200388@zoomcrc.com <mailto:723200388@zoomcrc.com> 


",https://ucsb.zoom.us/j/723200388 SIST.Conference Room.SAASB.2201A,,Normal,FALSE,Normal,2
DS Teams meeting,6/15/2017,10:00:00 AM,6/15/2017,11:00:00 AM,FALSE,TRUE,6/15/2017,9:45:00 AM,Diana Antova,Ann Crawford;Kam Kunimoto;Adam Sottosanti;Mike Nesbit,,,,,"Updating zoom info
Hi there, 

Diana Antova is inviting you to a scheduled Zoom meeting. 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/723200388

Or iPhone one-tap (US Toll):  +14086380968,723200388# or +16465588656,723200388#

Or Telephone:
    Dial: +1 408 638 0968 (US Toll) or +1 646 558 8656 (US Toll)
    Meeting ID: 723 200 388
    International numbers available: https://ucsb.zoom.us/zoomconference?m=97IgneEy-aU1Yi3vJIFwnS3m8C4HGNk4

Or an H.323/SIP room system:
    H.323: 
        162.255.37.11 (US West)
        162.255.36.11 (US East)
        221.122.88.195 (China)
        115.114.131.7 (India)
        213.19.144.110 (EMEA)
    Meeting ID: 723 200 388

    SIP: 723200388@zoomcrc.com <mailto:723200388@zoomcrc.com> 


",https://ucsb.zoom.us/j/723200388 SIST.Conference Room.SAASB.2201A,,Normal,FALSE,Normal,2
DS Teams meeting,6/22/2017,10:00:00 AM,6/22/2017,11:00:00 AM,FALSE,TRUE,6/22/2017,9:45:00 AM,Diana Antova,Ann Crawford;Kam Kunimoto;Adam Sottosanti;Mike Nesbit,,,,,"Updating zoom info
Hi there, 

Diana Antova is inviting you to a scheduled Zoom meeting. 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/723200388

Or iPhone one-tap (US Toll):  +14086380968,723200388# or +16465588656,723200388#

Or Telephone:
    Dial: +1 408 638 0968 (US Toll) or +1 646 558 8656 (US Toll)
    Meeting ID: 723 200 388
    International numbers available: https://ucsb.zoom.us/zoomconference?m=97IgneEy-aU1Yi3vJIFwnS3m8C4HGNk4

Or an H.323/SIP room system:
    H.323: 
        162.255.37.11 (US West)
        162.255.36.11 (US East)
        221.122.88.195 (China)
        115.114.131.7 (India)
        213.19.144.110 (EMEA)
    Meeting ID: 723 200 388

    SIP: 723200388@zoomcrc.com <mailto:723200388@zoomcrc.com> 


",https://ucsb.zoom.us/j/723200388 SIST.Conference Room.SAASB.2201A,,Normal,FALSE,Normal,2
DS Teams meeting,6/29/2017,10:00:00 AM,6/29/2017,11:00:00 AM,FALSE,TRUE,6/29/2017,9:45:00 AM,Diana Antova,Ann Crawford;Kam Kunimoto;Adam Sottosanti;Mike Nesbit,,,,,"Updating zoom info
Hi there, 

Diana Antova is inviting you to a scheduled Zoom meeting. 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/723200388

Or iPhone one-tap (US Toll):  +14086380968,723200388# or +16465588656,723200388#

Or Telephone:
    Dial: +1 408 638 0968 (US Toll) or +1 646 558 8656 (US Toll)
    Meeting ID: 723 200 388
    International numbers available: https://ucsb.zoom.us/zoomconference?m=97IgneEy-aU1Yi3vJIFwnS3m8C4HGNk4

Or an H.323/SIP room system:
    H.323: 
        162.255.37.11 (US West)
        162.255.36.11 (US East)
        221.122.88.195 (China)
        115.114.131.7 (India)
        213.19.144.110 (EMEA)
    Meeting ID: 723 200 388

    SIP: 723200388@zoomcrc.com <mailto:723200388@zoomcrc.com> 


",https://ucsb.zoom.us/j/723200388 SIST.Conference Room.SAASB.2201A,,Normal,FALSE,Normal,2
All Staff meetings,3/1/2017,8:30:00 AM,3/1/2017,10:00:00 AM,FALSE,TRUE,3/1/2017,8:15:00 AM,Lisa Przekop,Melissa Chavez;Martha Gonzalez;Stephanie Lloyd;Briana R Villasenor;Susan Harris;Carole Wasserman;Marisa C Flores;Gina Gonzales;Daisy Mejia;Mary Caba;Alma Villa;Steve Bishop;Aaron Rivera;Elizabeth Hamilton;Jarrod Sprague;Antoinette Carter;Krandalyn Goodman;Thomas Knight;Samuel Reid;Thongkham Erickson;Andy Chau;Andrew Nixon;Anne Johnson;Rosa Zuniga;Shyanne Coronado;Chelsea Boone;Jessica Duarte;Lesley Seccia;Donna Coyne;Julio Zamarripa;Mason Hill;Jennifer Uter;Myles Parrino;Refugia Acosta;Julia Orr;Justine Togami;Dawn Hovey;Adra Bowman;Khadijah Clark;Jayne Reimel;DeeDee Lansing;Rosalie Jaimes;Kelly R Erland;Meredith Shreves;Alan Vu;Lisa Klock;Danny Teo;Courtney Good;Ann Crawford;Julie Rainey;Sylvia Vargas;Roberto Rocha;Stefan Chankov;Antonia Atilano;Liudmil Petrov;Michael Kerner;AJ Sims;Nicole Wong;Holly Chadwin;Hannah Christman;Yessica Arroyo;Robert Salerno,Boris Palencia;Ernestina Angel;Nadya Chavies;Mike Miller;Kathleen Vu,,,,"Sorry for the multiple notes---I’m trying to add the newer staff as it didn’t work the first time…
",Adms.Visitors Center.SAASB.1102C,,Normal,FALSE,Normal,1
All Staff meetings,5/3/2017,8:30:00 AM,5/3/2017,10:00:00 AM,FALSE,FALSE,5/3/2017,8:15:00 AM,Lisa Przekop,Melissa Chavez;Martha Gonzalez;Stephanie Lloyd;Briana R Villasenor;Susan Harris;Carole Wasserman;Marisa C Flores;Gina Gonzales;Daisy Mejia;Mary Caba;Alma Villa;Steve Bishop;Aaron Rivera;Elizabeth Hamilton;Jarrod Sprague;Antoinette Carter;Krandalyn Goodman;Thomas Knight;Samuel Reid;Thongkham Erickson;Andy Chau;Andrew Nixon;Anne Johnson;Rosa Zuniga;Shyanne Coronado;Chelsea Boone;Jessica Duarte;Lesley Seccia;Donna Coyne;Julio Zamarripa;Mason Hill;Jennifer Uter;Myles Parrino;Refugia Acosta;Julia Orr;Justine Togami;Dawn Hovey;Adra Bowman;Khadijah Clark;Jayne Reimel;DeeDee Lansing;Rosalie Jaimes;Kelly R Erland;Meredith Shreves;Alan Vu;Lisa Klock;Danny Teo;Courtney Good;Ann Crawford;Julie Rainey;Sylvia Vargas;Roberto Rocha;Stefan Chankov;Antonia Atilano;Liudmil Petrov;Michael Kerner;AJ Sims;Nicole Wong;Holly Chadwin;Hannah Christman;Yessica Arroyo;Robert Salerno,Boris Palencia;Ernestina Angel;Nadya Chavies;Mike Miller;Kathleen Vu,,,,"Mike Miller demo

",Adms.Visitors Center.SAASB.1102C,,Normal,FALSE,Normal,1
All Staff meetings,6/7/2017,8:30:00 AM,6/7/2017,10:00:00 AM,FALSE,TRUE,6/7/2017,8:15:00 AM,Lisa Przekop,Melissa Chavez;Martha Gonzalez;Stephanie Lloyd;Briana R Villasenor;Susan Harris;Carole Wasserman;Marisa C Flores;Gina Gonzales;Daisy Mejia;Mary Caba;Alma Villa;Steve Bishop;Aaron Rivera;Elizabeth Hamilton;Jarrod Sprague;Antoinette Carter;Krandalyn Goodman;Thomas Knight;Samuel Reid;Thongkham Erickson;Andy Chau;Andrew Nixon;Anne Johnson;Rosa Zuniga;Shyanne Coronado;Chelsea Boone;Jessica Duarte;Lesley Seccia;Donna Coyne;Julio Zamarripa;Mason Hill;Jennifer Uter;Myles Parrino;Refugia Acosta;Julia Orr;Justine Togami;Dawn Hovey;Adra Bowman;Khadijah Clark;Jayne Reimel;DeeDee Lansing;Rosalie Jaimes;Kelly R Erland;Meredith Shreves;Alan Vu;Lisa Klock;Danny Teo;Courtney Good;Ann Crawford;Julie Rainey;Sylvia Vargas;Roberto Rocha;Stefan Chankov;Antonia Atilano;Liudmil Petrov;Michael Kerner;AJ Sims;Nicole Wong;Holly Chadwin;Hannah Christman;Yessica Arroyo;Robert Salerno,Boris Palencia;Ernestina Angel;Nadya Chavies;Mike Miller;Kathleen Vu,,,,"Sorry for the multiple notes---I’m trying to add the newer staff as it didn’t work the first time…
",Adms.Visitors Center.SAASB.1102C,,Normal,FALSE,Normal,1
town hall,3/14/2017,2:00:00 PM,3/14/2017,4:00:00 PM,FALSE,FALSE,3/14/2017,1:45:00 PM,Ann Crawford,,,,,," 
Fr:       Vice Chancellor Marc Fisher, Administrative Services
 
Re:      Reminder:  Invitation to Town Hall Meeting 
            Love ? of Learning 
            Tuesday, February 14, 2:00 pm – 4:00 pm
            Corwin Pavilion
 
Please join us at Tuesday’s Town Hall meeting, 2:00 pm – 4:00 pm, at the Corwin Pavilion.  The meeting will begin with refreshments and presentations will start at 2:15 pm.
 
Agenda topics will include:
 
United Way Campaign
Campus Clery Coordinator Announcement
Policy Presentation:  Terms and Conditions May Apply
Design, Facilities and Safety Services:
            Rock Star
            Behind The Scenes with EH&S
            Project Updates
Housing, Dining & Auxiliary Enterprises Update
How to Find Great Lectures on Campus
Performance Evaluation Form
Love of Learning
Employee Engagement Initiatives
 
",corwin,,Normal,FALSE,Normal,2
ucrp,3/13/2017,12:00:00 PM,3/13/2017,2:00:00 PM,FALSE,FALSE,3/13/2017,11:45:00 AM,Ann Crawford,,,,,," 
",corwin,,Normal,FALSE,Normal,2
Box Organizational Accounts planning,3/9/2017,9:00:00 AM,3/9/2017,10:00:00 AM,FALSE,FALSE,3/9/2017,8:45:00 AM,Keri Bradford,Justin Mead;Thomas Lawton;Robert Dolin;James Kinneavy;Leilani Borrego;Allen Biehle;Ann Crawford,,,,,"https://ucsb.zoom.us/j/871622659

",SIST.Conference Room.SAASB.2201A,,Normal,FALSE,Normal,2
Box Organizational Accounts planning,3/23/2017,2:00:00 PM,3/23/2017,3:00:00 PM,FALSE,FALSE,3/23/2017,1:45:00 PM,Keri Bradford,Justin Mead;Thomas Lawton;Robert Dolin;James Kinneavy;Leilani Borrego;Allen Biehle;Ann Crawford,,,,,"https://ucsb.zoom.us/j/532271163

",SIST.Conference Room.SAASB.2201A,,Normal,FALSE,Normal,2
Canceled: Portal Implementation Working Group Meetings,3/7/2017,2:00:00 PM,3/7/2017,3:00:00 PM,FALSE,FALSE,3/7/2017,1:45:00 PM,Pam Layton,Martha Ledesma;Kerry Trimble;Ann Crawford,,,,,"
",TBD,,Normal,FALSE,Normal,2
Canceled: Portal Implementation Working Group Meetings,3/28/2017,2:00:00 PM,3/28/2017,3:00:00 PM,FALSE,TRUE,3/28/2017,1:45:00 PM,Pam Layton,Martha Ledesma;Kerry Trimble;Ann Crawford,,,,,"
",TBD,,High,FALSE,Normal,3
Canceled: Portal Implementation Working Group Meetings,4/4/2017,2:00:00 PM,4/4/2017,3:00:00 PM,FALSE,TRUE,4/4/2017,1:45:00 PM,Pam Layton,Martha Ledesma;Kerry Trimble;Ann Crawford,,,,,"
",TBD,,High,FALSE,Normal,3
Box Organizational Accounts planning,3/2/2017,1:00:00 PM,3/2/2017,2:00:00 PM,FALSE,FALSE,3/2/2017,12:45:00 PM,Keri Bradford,Justin Mead;Thomas Lawton;Robert Dolin;James Kinneavy;Leilani Borrego;Allen Biehle;Ann Crawford,,,,,"https://ucsb.zoom.us/j/960400298

",SIST.Conference Room.SAASB.2201A,,Normal,FALSE,Normal,2
SIS&T Department Meeting ,4/5/2017,9:00:00 AM,4/5/2017,11:00:00 AM,FALSE,FALSE,4/5/2017,8:45:00 AM,Joe Sabado,Adam Sottosanti;Adriana Roman;Allen Biehle;Amarpreet Singh;Ann Crawford;Ann Ricchiazzi;Aurelian Marian;Bill McTague;Brad Lent;Brian Frazier;Carole Wasserman;Cliff Chabot;Craig McComb;Curran Sullivan;Dana Huffman;David Fickes;Diana Antova;Eric Mayes;Farah Tahmasbi;Garry Pawlitski;Guillermo Leon;Ira Gladnick;James Kinneavy;Jarrod Sprague;Jeff Pignataro;Jesse Feinstein;Joseph A Haubruge;Joseph Chanson;Joseph McLain;Joshua Andersen;Julie Inami;Justin Mead;Kam Kunimoto;Keith Jakobs;Keri Bradford;Kerry Trimble;Kevin Grant;Krystal McCauley;Lap Leung;Leilani Borrego;Lisa Goto;Liudmil Petrov;Logan D Franken;Louis Tourtellotte;Marco Simone;Mark C McGilvray;Mark Norstedt;Mark Weinsoff;Marshall Joseph;Michael Kerner;Mike Nesbit;Nikhil Singh;Noah Baker;Pam Layton;Phuong Nguyen;Richard Wilson;Robert Dolin;Robert F Daigle;Robert Sams;Samantha Sanchez;Sean McGowan;Seth Northrop;Shen Liu;Stefan Chankov;Stephen Barnhouse;Steve Bishop;Steven Maglio;Tanya Munoz;Tedi Tehrani;Thomas Hoinacki;Thomas Lawton;Ventzislav Tzvetkov;Victoria Bebko;Vina Nguyen;Vincent Leo,,,,,"
",Multipurpose Room - Student Resource Building ,,Normal,FALSE,Normal,2
Campus Data Link (CDL) Enhancements -- Development Working Group,3/16/2017,12:00:00 PM,3/16/2017,1:00:00 PM,FALSE,TRUE,3/16/2017,11:45:00 AM,"Dandary, Carol","Chong Hee Min;Pam Layton;Porter, Richard;Machelle Allman;Jagannathan, Smeetha;Sharma, Rajni;Kumar P, Sathis;Anantharama, Raghav;Choudhury, Muktamala;Griggs, David;Hurley, Dan;Mittal, Abhishek;Y, Nagesh;Sachan, Nitin;Amarshetty, Sandeep;jkelley@bu.edu;Sarah.Solarski@yale.edu;erin.gustafson@yale.edu;lrhodes@bu.edu;Henderson, Sarah;Xu, Jackson;sook@berkeley.edu;dmay@berkeley.edu;srobinson@berkeley.edu;eskelly@berkeley.edu;scottroberts@berkeley.edu;Raju, Karthikeyan;Karam, Beatrice M;Ann Crawford;Aaron Yamane;Kerry Trimble;Martha Ledesma;Gill, Phillip;Alicia Ward;V, Reshma;Trinh Nguyen;Travis Wiggans;bfreiber@iit.edu;nhayes@iit.edu;jheilema@iit.edu;spreitzer@iit.edu;Amy Ionescu;matthew.loehrer@ucsf.edu",,,,,"  
-- Do not delete or change any of the following text. --   
  
Join WebEx meeting   
Meeting number: 741 964 823 
Meeting password: ISSM2017  
  
Join by phone   
1.800.941.6708 683716
  
  
Can't join the meeting? 
  
If you are a host, go here to view host information.

IMPORTANT NOTICE: Please note that this WebEx service allows audio and other information sent during the session to be recorded, which may be discoverable in a legal matter. By joining this session, you automatically consent to such recordings. If you do not consent to being recorded, discuss your concerns with the host or do not join the session. 
 
",Webex and Teleconference -- 1.800.941.6708 Bridge 683716,,Normal,FALSE,Normal,2
Campus Data Link (CDL) Enhancements -- Development Working Group,3/30/2017,12:00:00 PM,3/30/2017,1:00:00 PM,FALSE,TRUE,3/30/2017,11:45:00 AM,"Dandary, Carol","Chong Hee Min;Pam Layton;Porter, Richard;Machelle Allman;Jagannathan, Smeetha;Sharma, Rajni;Kumar P, Sathis;Anantharama, Raghav;Choudhury, Muktamala;Griggs, David;Hurley, Dan;Mittal, Abhishek;Y, Nagesh;Sachan, Nitin;Amarshetty, Sandeep;jkelley@bu.edu;Sarah.Solarski@yale.edu;erin.gustafson@yale.edu;lrhodes@bu.edu;Henderson, Sarah;Xu, Jackson;sook@berkeley.edu;dmay@berkeley.edu;srobinson@berkeley.edu;eskelly@berkeley.edu;scottroberts@berkeley.edu;Raju, Karthikeyan;Karam, Beatrice M;Ann Crawford;Aaron Yamane;Kerry Trimble;Martha Ledesma;Gill, Phillip;Alicia Ward;V, Reshma;Trinh Nguyen;Travis Wiggans;bfreiber@iit.edu;nhayes@iit.edu;jheilema@iit.edu;spreitzer@iit.edu;Amy Ionescu;matthew.loehrer@ucsf.edu",,,,,"  
-- Do not delete or change any of the following text. --   
  
Join WebEx meeting   
Meeting number: 741 964 823 
Meeting password: ISSM2017  
  
Join by phone   
1.800.941.6708 683716
  
  
Can't join the meeting? 
  
If you are a host, go here to view host information.

IMPORTANT NOTICE: Please note that this WebEx service allows audio and other information sent during the session to be recorded, which may be discoverable in a legal matter. By joining this session, you automatically consent to such recordings. If you do not consent to being recorded, discuss your concerns with the host or do not join the session. 
 
",Webex and Teleconference -- 1.800.941.6708 Bridge 683716,,Normal,FALSE,Normal,2
Additional Visa type Support in Portal -- Customer Development Partner Working Group,12/8/2016,9:00:00 AM,12/8/2016,10:00:00 AM,FALSE,TRUE,12/8/2016,8:45:00 AM,"Dandary, Carol",Ann Crawford;Pam Layton,,,,,"Recording link from the last Portal meeting:
 
https://ellucianemployees.webex.com/ellucianemployees/ldr.php?RCID=8022cfcc124f6a462bd59417b907e770
  
-- Do not delete or change any of the following text. --   
  
Join WebEx meeting   
Meeting number: 741 553 386 
Meeting password: ftGmFjcG  
  
Join by phone   
1 800 941 6708 Bridge 683716
  
  
Can't join the meeting? 
  
If you are a host, go here to view host information.

IMPORTANT NOTICE: Please note that this WebEx service allows audio and other information sent during the session to be recorded, which may be discoverable in a legal matter. By joining this session, you automatically consent to such recordings. If you do not consent to being recorded, discuss your concerns with the host or do not join the session. 
 
 
",Webex and Teleconference 1.800.941.6708 Bridge 683716,,Normal,FALSE,Normal,1
oiss,3/8/2017,2:00:00 PM,3/8/2017,3:00:00 PM,FALSE,FALSE,3/8/2017,1:45:00 PM,Ann Crawford,,,,,,"Wednesday, March 8, 2017
2:00 pm
MultiCultural Center Theater
 
 
",MultiCultural Center Theater,,Normal,FALSE,Normal,2
testing portal,3/2/2017,11:15:00 AM,3/2/2017,11:45:00 AM,FALSE,FALSE,3/2/2017,11:00:00 AM,Ann Crawford,Pam Layton;Kerry Trimble,Diana Antova;Cristina Carney;Adam Sottosanti;Kam Kunimoto;Erik Williams,,,,"We need some people to test a possible concurrency issue with the new OISS student portal in test.
Please let me know if you can help us? If so, I will send a login to the portal and we can do the test below.
 
Thank you,
Ann
 
 
1.       Start zoom
2.       Every logs in as f-1 student.
3.       Make a change to foreign address. Add firstname, lastname perm as the street address so we can easily identify the xml source and see if they all made it.
4.       Hit save when on the zoom – some thing like save on 3 ; 1-2-3.
 
",zoom,,Normal,FALSE,Normal,2
Curriculum Numb Scrum III,3/6/2017,8:30:00 AM,3/6/2017,9:00:00 AM,FALSE,TRUE,3/6/2017,8:15:00 AM,Mike Nesbit,Ann Crawford,,,,,"Hi there, 

 

Michael Nesbit is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/898754450 <https://ucsb.zoom.us/j/898754450> 

 

Or iPhone one-tap (US Toll):  +14086380968,898754450# or +16465588656,898754450#

 

Or Telephone:

    Dial: +1 408 638 0968 (US Toll) or +1 646 558 8656 (US Toll)

    Meeting ID: 898 754 450

    International numbers available: https://ucsb.zoom.us/zoomconference?m=VdAPPiP5hNQb863J8KVLKrgJMUtWhOnf <https://ucsb.zoom.us/zoomconference?m=VdAPPiP5hNQb863J8KVLKrgJMUtWhOnf> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

    Meeting ID: 898 754 450

 

    SIP: 898754450@zoomcrc.com <mailto:898754450@zoomcrc.com> 

 

 

",https://ucsb.zoom.us/j/898754450,,Normal,FALSE,Normal,2
Curriculum Numb Scrum III,3/7/2017,8:30:00 AM,3/7/2017,9:00:00 AM,FALSE,TRUE,3/7/2017,8:15:00 AM,Mike Nesbit,Ann Crawford,,,,,"Hi there, 

 

Michael Nesbit is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/898754450 <https://ucsb.zoom.us/j/898754450> 

 

Or iPhone one-tap (US Toll):  +14086380968,898754450# or +16465588656,898754450#

 

Or Telephone:

    Dial: +1 408 638 0968 (US Toll) or +1 646 558 8656 (US Toll)

    Meeting ID: 898 754 450

    International numbers available: https://ucsb.zoom.us/zoomconference?m=VdAPPiP5hNQb863J8KVLKrgJMUtWhOnf <https://ucsb.zoom.us/zoomconference?m=VdAPPiP5hNQb863J8KVLKrgJMUtWhOnf> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

    Meeting ID: 898 754 450

 

    SIP: 898754450@zoomcrc.com <mailto:898754450@zoomcrc.com> 

 

 

",https://ucsb.zoom.us/j/898754450,,Normal,FALSE,Normal,2
Curriculum Numb Scrum III,3/13/2017,8:30:00 AM,3/13/2017,9:00:00 AM,FALSE,TRUE,3/13/2017,8:15:00 AM,Mike Nesbit,Ann Crawford,,,,,"Hi there, 

 

Michael Nesbit is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/898754450 <https://ucsb.zoom.us/j/898754450> 

 

Or iPhone one-tap (US Toll):  +14086380968,898754450# or +16465588656,898754450#

 

Or Telephone:

    Dial: +1 408 638 0968 (US Toll) or +1 646 558 8656 (US Toll)

    Meeting ID: 898 754 450

    International numbers available: https://ucsb.zoom.us/zoomconference?m=VdAPPiP5hNQb863J8KVLKrgJMUtWhOnf <https://ucsb.zoom.us/zoomconference?m=VdAPPiP5hNQb863J8KVLKrgJMUtWhOnf> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

    Meeting ID: 898 754 450

 

    SIP: 898754450@zoomcrc.com <mailto:898754450@zoomcrc.com> 

 

 

",https://ucsb.zoom.us/j/898754450,,Normal,FALSE,Normal,2
Curriculum Numb Scrum III,3/14/2017,8:30:00 AM,3/14/2017,9:00:00 AM,FALSE,TRUE,3/14/2017,8:15:00 AM,Mike Nesbit,Ann Crawford,,,,,"Hi there, 

 

Michael Nesbit is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/898754450 <https://ucsb.zoom.us/j/898754450> 

 

Or iPhone one-tap (US Toll):  +14086380968,898754450# or +16465588656,898754450#

 

Or Telephone:

    Dial: +1 408 638 0968 (US Toll) or +1 646 558 8656 (US Toll)

    Meeting ID: 898 754 450

    International numbers available: https://ucsb.zoom.us/zoomconference?m=VdAPPiP5hNQb863J8KVLKrgJMUtWhOnf <https://ucsb.zoom.us/zoomconference?m=VdAPPiP5hNQb863J8KVLKrgJMUtWhOnf> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

    Meeting ID: 898 754 450

 

    SIP: 898754450@zoomcrc.com <mailto:898754450@zoomcrc.com> 

 

 

",https://ucsb.zoom.us/j/898754450,,Normal,FALSE,Normal,2
Curriculum Numb Scrum III,3/15/2017,8:30:00 AM,3/15/2017,9:00:00 AM,FALSE,TRUE,3/15/2017,8:15:00 AM,Mike Nesbit,Ann Crawford,,,,,"Hi there, 

 

Michael Nesbit is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/898754450 <https://ucsb.zoom.us/j/898754450> 

 

Or iPhone one-tap (US Toll):  +14086380968,898754450# or +16465588656,898754450#

 

Or Telephone:

    Dial: +1 408 638 0968 (US Toll) or +1 646 558 8656 (US Toll)

    Meeting ID: 898 754 450

    International numbers available: https://ucsb.zoom.us/zoomconference?m=VdAPPiP5hNQb863J8KVLKrgJMUtWhOnf <https://ucsb.zoom.us/zoomconference?m=VdAPPiP5hNQb863J8KVLKrgJMUtWhOnf> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

    Meeting ID: 898 754 450

 

    SIP: 898754450@zoomcrc.com <mailto:898754450@zoomcrc.com> 

 

 

",https://ucsb.zoom.us/j/898754450,,Normal,FALSE,Normal,2
Curriculum Numb Scrum III,3/16/2017,8:30:00 AM,3/16/2017,9:00:00 AM,FALSE,TRUE,3/16/2017,8:15:00 AM,Mike Nesbit,Ann Crawford,,,,,"Hi there, 

 

Michael Nesbit is inviting you to a scheduled Zoom meeting. 

 

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/898754450 <https://ucsb.zoom.us/j/898754450> 

 

Or iPhone one-tap (US Toll):  +14086380968,898754450# or +16465588656,898754450#

 

Or Telephone:

    Dial: +1 408 638 0968 (US Toll) or +1 646 558 8656 (US Toll)

    Meeting ID: 898 754 450

    International numbers available: https://ucsb.zoom.us/zoomconference?m=VdAPPiP5hNQb863J8KVLKrgJMUtWhOnf <https://ucsb.zoom.us/zoomconference?m=VdAPPiP5hNQb863J8KVLKrgJMUtWhOnf> 

 

Or an H.323/SIP room system:

    H.323: 

        162.255.37.11 (US West)

        162.255.36.11 (US East)

        221.122.88.195 (China)

        115.114.131.7 (India)

        213.19.144.110 (EMEA)

    Meeting ID: 898 754 450

 

    SIP: 898754450@zoomcrc.com <mailto:898754450@zoomcrc.com> 

 

 

",https://ucsb.zoom.us/j/898754450,,Normal,FALSE,Normal,2
testing portal ,3/2/2017,11:15:00 AM,3/2/2017,11:45:00 AM,FALSE,FALSE,3/2/2017,11:05:00 AM,Ann Crawford,Kerry Trimble;Pam Layton;Kam Kunimoto;Erik Williams,,,,,"Hi there, 
Here's the zoom  - Thank you for helping out.

Join from PC, Mac, Linux, iOS or Android: https://ucsb.zoom.us/j/6485759859

Here's the test script
1.	Start zoom
2.	Every logs in as f-1 student.
3.	Make a change to foreign address. Add firstname, lastname campusid as the street address so we can easily identify the xml source and see if they all made it.
4.	Hit save when on the zoom – some thing like save on 3 ; 1-2-3.

",https://ucsb.zoom.us/j/6485759859,,Normal,FALSE,Normal,2
burrito order,3/8/2017,9:30:00 AM,3/8/2017,10:00:00 AM,FALSE,FALSE,3/8/2017,9:15:00 AM,Ann Crawford,,,,,,"UCSB Design, Facilities and Safety Services
Is hosting a Breakfast Burrito Eggstravaganza
Benefiting the United Way
Friday, March 10
 
Pre-order by Wednesday, March 8 by e-mail to: kari.samlaska@ucsb.edu <mailto:kari.samlaska@ucsb.edu> 
Pick-up @ Facilities Management between 7:00 am – 9:00 am on March 10
(A limited number of burritos will be available for direct sale at the door.)
Departments ordering 10 or more may request delivery!
   Egg & Chorizo
   Egg, Potato & Chorizo
   Egg & Potato
All burritos are $7.00 and include fresh, homemade salsa!
 
",,,Normal,FALSE,Normal,2
